"block_id","conc_r","conc_c","response","drug_row","drug_col","conc_r_unit","conc_c_unit","cell_line_name","drug_row_cid","drug_col_cid","row","col","synergy_zip","synergy_hsa","synergy_bliss","synergy_loewe"
62898,5,0,-87.2522283886124,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","U87",5287792,5394,2,1,0,0,0,0
62898,5,400,-28.6429004791979,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","U87",5287792,5394,2,2,-17.1139790739553,-20.0327102952264,-17.1139790739553,-20.0327331919971
62899,0,0,-0.000626453810742332,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","U87",65064,5394,1,1,0,0,0,0
62899,0,400,6.89274038732422,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","U87",65064,5394,1,2,0,0,0,0
62899,5,0,-18.7358664186124,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","U87",65064,5394,2,1,0,0,0,0
62899,5,400,20.6324896908021,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","U87",65064,5394,2,2,18.8762780162293,12.4525757290104,18.8762780162293,12.4525389178881
62900,0,0,-0.000626453810742332,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","U87",907504,5394,1,1,0,0,0,0
62900,0,400,6.89274038732422,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","U87",907504,5394,1,2,0,0,0,0
62900,5,0,-68.5687382786124,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","U87",907504,5394,2,1,0,0,0,0
62900,5,400,-5.75430258719786,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","U87",907504,5394,2,2,-1.71798711683864,-8.31104446198891,-1.71798711683864,-8.31107115301607
